# Auto Generated by Eyderoe
# 2025-06-13 1024Z
# ZSPD 2506



[airspace]

radius = 60
zoom = 7.0
elevation = 12
floor = 1500
descendaltitude = 15000
ceiling = 17000
above = 20000
speedrestriction = 15, 220, 10000, 250
localizerspeed = 8, 180
diversionaltitude = 17000
ta = 11800
usa = true
metric = false
letters = 2
separation = 3
automatic = false
name = approach, departure
center = N31.145000, E121.793333
magneticvar = -6.0

beacons =
	PUD, N31.171667, E121.783333, 0, Pudong
# (RW34L.PIK92D) DE34L, HSH, PD315, PD510, PD511, PD512, SS303, SS504, EKIMU, POMOK, SS320, PIKAS

route13 =
	PIK94D
	N31.368333, E121.846667
	N31.450000, E121.750556
	N31.450000, E121.671111
	N31.450000, E121.116667
	N31.950000, E120.850000
	N32.166667, E120.733333
# (RW34L.PIK94D) DE34L, HSH, VEBNI, PD502, POMOK, SS320, PIKAS

route14 =
	PIK96D
	N31.368333, E121.846667
	N31.549444, E121.633333
	N32.098292, E120.979353
	N32.166667, E120.733333
# (RW34L.PIK96D) DE34L, HSH, PD503, NTG, PIKAS

route15 =
	PIK98D
	N31.368333, E121.846667
	N31.330556, E121.607222
	N31.285000, E121.331667
	N31.450000, E121.116667
	N31.950000, E120.850000
	N32.166667, E120.733333
# (RW34L.PIK98D) DE34L, HSH, PD504, SS200, POMOK, SS320, PIKAS

route16 =
	SAS92D
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.077778, E121.847222
	N30.993333, E121.546389
	N31.070278, E121.125833
	N31.215000, E121.117778
	N31.351667, E121.110000
	N31.589444, E120.319444
# (RW34L.SAS92D) DE34L, HSH, PD315, PD510, PD511, PD512, SS303, SS504, EKIMU, SASAN

route17 =
	SAS94D
	N31.368333, E121.846667
	N31.330556, E121.607222
	N31.285000, E121.331667
	N31.351667, E121.110000
	N31.589444, E120.319444
# (RW34L.SAS94D) DE34L, HSH, PD504, SS200, EKIMU, SASAN

route18 =
	SUR92D
	N31.368333, E121.846667
	N31.450000, E122.007222
	N31.625278, E122.370556
	N31.660000, E122.633333
	N31.678611, E122.775000
	N31.773333, E123.491667
# (RW34L.SUR92D) DE34L, HSH, PD508, ALDAP, MATNU, EMSAN, SURAK

route19 =
	SUR94D
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.000000, E122.250000
	N31.000000, E122.424444
	N31.000000, E123.000000
	N31.332222, E123.543889
	N31.500000, E123.500000
	N31.773333, E123.491667
# (RW34L.SUR94D) DE34L, HSH, PD315, PD510, NINAS, LASAN, BOLEX, TONIX, AKARA, SURAK



[departure6]

runway = rwy1, rev

route1 =
	ADB92D
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.077778, E121.847222
	N30.993333, E121.546389
	N31.070278, E121.125833
	N30.975000, E120.748611
	N30.343333, E120.267222
# (RW34R.ADB92D) DE34R, HSH, PD315, PD510, PD511, PD512, SS303, LURMA, ADBAS

route2 =
	ADB94D
	N31.368333, E121.846667
	N31.330556, E121.607222
	N31.285000, E121.331667
	N31.140000, E121.192500
	N31.070278, E121.125833
	N30.975000, E120.748611
	N30.343333, E120.267222
# (RW34R.ADB94D) DE34R, HSH, PD504, SS200, SS521, SS303, LURMA, ADBAS

route3 =
	HSN92D
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.000000, E122.250000
	N30.587778, E122.401111
	N29.931667, E122.363333
# (RW34R.HSN92D) DE34R, HSH, PD315, PD510, NINAS, PONAB, HSN

route4 =
	LAM92D
	N31.368333, E121.846667
	N31.450000, E122.007222
	N31.625278, E122.370556
	N31.660000, E122.633333
	N31.678611, E122.775000
	N31.773333, E123.491667
	N31.610000, E124.000000
# (RW34R.LAM92D) DE34R, HSH, PD508, ALDAP, MATNU, EMSAN, SURAK, LAMEN

route5 =
	LAM94D
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.000000, E122.250000
	N31.000000, E122.424444
	N31.000000, E123.000000
	N31.332222, E123.543889
	N31.610000, E124.000000
# (RW34R.LAM94D) DE34R, HSH, PD315, PD510, NINAS, LASAN, BOLEX, TONIX, LAMEN

route6 =
	LAM96D
	N31.368333, E121.846667
	N31.450000, E122.007222
	N31.625278, E122.370556
	N31.660000, E122.633333
	N31.678611, E122.775000
	N31.773333, E123.491667
	N31.610000, E124.000000
# (RW34R.LAM96D) DE34R, HSH, PD508, ALDAP, MATNU, EMSAN, SURAK, LAMEN

route7 =
	MIG92D
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.000000, E122.250000
	N31.000000, E122.424444
	N31.000000, E123.000000
	N30.762778, E123.694167
# (RW34R.MIG92D) DE34R, HSH, PD315, PD510, NINAS, LASAN, BOLEX, MIGOL

route8 =
	NXD92D
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.077778, E121.847222
	N30.993333, E121.546389
	N31.070278, E121.125833
	N30.896667, E120.430000
# (RW34R.NXD92D) DE34R, HSH, PD315, PD510, PD511, PD512, SS303, NXD

route9 =
	NXD94D
	N31.368333, E121.846667
	N31.330556, E121.607222
	N31.285000, E121.331667
	N31.140000, E121.192500
	N31.070278, E121.125833
	N30.896667, E120.430000
# (RW34R.NXD94D) DE34R, HSH, PD504, SS200, SS521, SS303, NXD

route10 =
	ODU92D
	N31.368333, E121.846667
	N31.450000, E122.007222
	N31.625278, E122.370556
	N31.823611, E122.275833
	N33.252500, E121.620556
# (RW34R.ODU92D) DE34R, HSH, PD508, ALDAP, IBEGI, ODULO

route11 =
	ODU94D
	N31.368333, E121.846667
	N31.876944, E121.785000
	N33.252500, E121.620556
# (RW34R.ODU94D) DE34R, HSH, UDOXI, ODULO

route12 =
	PIK92D
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.077778, E121.847222
	N30.993333, E121.546389
	N31.070278, E121.125833
	N31.215000, E121.117778
	N31.351667, E121.110000
	N31.450000, E121.116667
	N31.950000, E120.850000
	N32.166667, E120.733333
# (RW34R.PIK92D) DE34R, HSH, PD315, PD510, PD511, PD512, SS303, SS504, EKIMU, POMOK, SS320, PIKAS

route13 =
	PIK94D
	N31.368333, E121.846667
	N31.450000, E121.750556
	N31.450000, E121.671111
	N31.450000, E121.116667
	N31.950000, E120.850000
	N32.166667, E120.733333
# (RW34R.PIK94D) DE34R, HSH, VEBNI, PD502, POMOK, SS320, PIKAS

route14 =
	PIK96D
	N31.368333, E121.846667
	N31.549444, E121.633333
	N32.098292, E120.979353
	N32.166667, E120.733333
# (RW34R.PIK96D) DE34R, HSH, PD503, NTG, PIKAS

route15 =
	PIK98D
	N31.368333, E121.846667
	N31.330556, E121.607222
	N31.285000, E121.331667
	N31.450000, E121.116667
	N31.950000, E120.850000
	N32.166667, E120.733333
# (RW34R.PIK98D) DE34R, HSH, PD504, SS200, POMOK, SS320, PIKAS

route16 =
	SAS92D
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.077778, E121.847222
	N30.993333, E121.546389
	N31.070278, E121.125833
	N31.215000, E121.117778
	N31.351667, E121.110000
	N31.589444, E120.319444
# (RW34R.SAS92D) DE34R, HSH, PD315, PD510, PD511, PD512, SS303, SS504, EKIMU, SASAN

route17 =
	SAS94D
	N31.368333, E121.846667
	N31.330556, E121.607222
	N31.285000, E121.331667
	N31.351667, E121.110000
	N31.589444, E120.319444
# (RW34R.SAS94D) DE34R, HSH, PD504, SS200, EKIMU, SASAN

route18 =
	SUR92D
	N31.368333, E121.846667
	N31.450000, E122.007222
	N31.625278, E122.370556
	N31.660000, E122.633333
	N31.678611, E122.775000
	N31.773333, E123.491667
# (RW34R.SUR92D) DE34R, HSH, PD508, ALDAP, MATNU, EMSAN, SURAK

route19 =
	SUR94D
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.000000, E122.250000
	N31.000000, E122.424444
	N31.000000, E123.000000
	N31.332222, E123.543889
	N31.500000, E123.500000
	N31.773333, E123.491667
# (RW34R.SUR94D) DE34R, HSH, PD315, PD510, NINAS, LASAN, BOLEX, TONIX, AKARA, SURAK



[departure7]

runway = rwy4, rev

route1 =
	ADB91D
	N31.347500, E121.710278
	N31.330556, E121.607222
	N31.285000, E121.331667
	N31.140000, E121.192500
	N31.070278, E121.125833
	N30.975000, E120.748611
	N30.343333, E120.267222
# (RW35L.ADB91D) DE35L, PD501, PD504, SS200, SS521, SS303, LURMA, ADBAS

route2 =
	AND91D
	N31.347500, E121.710278
	N31.330556, E121.607222
	N31.311944, E121.494167
	N30.570556, E121.775000
	N30.256667, E121.221667
# (RW35L.AND91D) DE35L, PD501, PD504, PD505, PD208, AND

route3 =
	HSN91D
	N31.347500, E121.710278
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.000000, E122.250000
	N30.587778, E122.401111
	N29.931667, E122.363333
# (RW35L.HSN91D) DE35L, PD501, HSH, PD315, PD510, NINAS, PONAB, HSN

route4 =
	LAM91D
	N31.347500, E121.710278
	N31.368333, E121.846667
	N31.450000, E122.007222
	N31.625278, E122.370556
	N31.660000, E122.633333
	N31.678611, E122.775000
	N31.773333, E123.491667
	N31.610000, E124.000000
# (RW35L.LAM91D) DE35L, PD501, HSH, PD508, ALDAP, MATNU, EMSAN, SURAK, LAMEN

route5 =
	LAM93D
	N31.347500, E121.710278
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.000000, E122.250000
	N31.000000, E122.424444
	N31.000000, E123.000000
	N31.332222, E123.543889
	N31.610000, E124.000000
# (RW35L.LAM93D) DE35L, PD501, HSH, PD315, PD510, NINAS, LASAN, BOLEX, TONIX, LAMEN

route6 =
	LAM95D
	N31.347500, E121.710278
	N31.549444, E121.633333
	N31.756944, E122.310278
	N31.660000, E122.633333
	N31.678611, E122.775000
	N31.773333, E123.491667
	N31.610000, E124.000000
# (RW35L.LAM95D) DE35L, PD501, PD503, EKVUT, MATNU, EMSAN, SURAK, LAMEN

route7 =
	MIG91D
	N31.347500, E121.710278
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.000000, E122.250000
	N31.000000, E122.424444
	N31.000000, E123.000000
	N30.762778, E123.694167
# (RW35L.MIG91D) DE35L, PD501, HSH, PD315, PD510, NINAS, LASAN, BOLEX, MIGOL

route8 =
	NXD91D
	N31.347500, E121.710278
	N31.330556, E121.607222
	N31.285000, E121.331667
	N31.140000, E121.192500
	N31.070278, E121.125833
	N30.896667, E120.430000
# (RW35L.NXD91D) DE35L, PD501, PD504, SS200, SS521, SS303, NXD

route9 =
	ODU91D
	N31.347500, E121.710278
	N31.368333, E121.846667
	N31.450000, E122.007222
	N31.625278, E122.370556
	N31.823611, E122.275833
	N33.252500, E121.620556
# (RW35L.ODU91D) DE35L, PD501, HSH, PD508, ALDAP, IBEGI, ODULO

route10 =
	ODU93D
	N31.347500, E121.710278
	N31.549444, E121.633333
	N31.876944, E121.785000
	N33.252500, E121.620556
# (RW35L.ODU93D) DE35L, PD501, PD503, UDOXI, ODULO

route11 =
	PIK91D
	N31.347500, E121.710278
	N31.330556, E121.607222
	N31.285000, E121.331667
	N31.450000, E121.116667
	N31.950000, E120.850000
	N32.166667, E120.733333
# (RW35L.PIK91D) DE35L, PD501, PD504, SS200, POMOK, SS320, PIKAS

route12 =
	PIK93D
	N31.347500, E121.710278
	N31.450000, E121.671111
	N31.450000, E121.116667
	N31.950000, E120.850000
	N32.166667, E120.733333
# (RW35L.PIK93D) DE35L, PD501, PD502, POMOK, SS320, PIKAS

route13 =
	PIK95D
	N31.347500, E121.710278
	N31.450000, E121.671111
	N31.549444, E121.633333
	N32.098292, E120.979353
	N32.166667, E120.733333
# (RW35L.PIK95D) DE35L, PD501, PD502, PD503, NTG, PIKAS

route14 =
	SAS91D
	N31.347500, E121.710278
	N31.330556, E121.607222
	N31.285000, E121.331667
	N31.351667, E121.110000
	N31.589444, E120.319444
# (RW35L.SAS91D) DE35L, PD501, PD504, SS200, EKIMU, SASAN

route15 =
	SUR91D
	N31.347500, E121.710278
	N31.368333, E121.846667
	N31.450000, E122.007222
	N31.625278, E122.370556
	N31.660000, E122.633333
	N31.678611, E122.775000
	N31.773333, E123.491667
# (RW35L.SUR91D) DE35L, PD501, HSH, PD508, ALDAP, MATNU, EMSAN, SURAK

route16 =
	SUR93D
	N31.347500, E121.710278
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.000000, E122.250000
	N31.000000, E122.424444
	N31.000000, E123.000000
	N31.332222, E123.543889
	N31.500000, E123.500000
	N31.773333, E123.491667
# (RW35L.SUR93D) DE35L, PD501, HSH, PD315, PD510, NINAS, LASAN, BOLEX, TONIX, AKARA, SURAK

route17 =
	SUR95D
	N31.347500, E121.710278
	N31.549444, E121.633333
	N31.756944, E122.310278
	N31.660000, E122.633333
	N31.678611, E122.775000
	N31.773333, E123.491667
# (RW35L.SUR95D) DE35L, PD501, PD503, EKVUT, MATNU, EMSAN, SURAK



[departure8]

runway = rwy3, rev

route1 =
	ADB91D
	N31.347500, E121.710278
	N31.330556, E121.607222
	N31.285000, E121.331667
	N31.140000, E121.192500
	N31.070278, E121.125833
	N30.975000, E120.748611
	N30.343333, E120.267222
# (RW35R.ADB91D) DE35R, PD501, PD504, SS200, SS521, SS303, LURMA, ADBAS

route2 =
	AND91D
	N31.347500, E121.710278
	N31.330556, E121.607222
	N31.311944, E121.494167
	N30.570556, E121.775000
	N30.256667, E121.221667
# (RW35R.AND91D) DE35R, PD501, PD504, PD505, PD208, AND

route3 =
	HSN91D
	N31.347500, E121.710278
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.000000, E122.250000
	N30.587778, E122.401111
	N29.931667, E122.363333
# (RW35R.HSN91D) DE35R, PD501, HSH, PD315, PD510, NINAS, PONAB, HSN

route4 =
	LAM91D
	N31.347500, E121.710278
	N31.368333, E121.846667
	N31.450000, E122.007222
	N31.625278, E122.370556
	N31.660000, E122.633333
	N31.678611, E122.775000
	N31.773333, E123.491667
	N31.610000, E124.000000
# (RW35R.LAM91D) DE35R, PD501, HSH, PD508, ALDAP, MATNU, EMSAN, SURAK, LAMEN

route5 =
	LAM93D
	N31.347500, E121.710278
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.000000, E122.250000
	N31.000000, E122.424444
	N31.000000, E123.000000
	N31.332222, E123.543889
	N31.610000, E124.000000
# (RW35R.LAM93D) DE35R, PD501, HSH, PD315, PD510, NINAS, LASAN, BOLEX, TONIX, LAMEN

route6 =
	LAM95D
	N31.347500, E121.710278
	N31.549444, E121.633333
	N31.756944, E122.310278
	N31.660000, E122.633333
	N31.678611, E122.775000
	N31.773333, E123.491667
	N31.610000, E124.000000
# (RW35R.LAM95D) DE35R, PD501, PD503, EKVUT, MATNU, EMSAN, SURAK, LAMEN

route7 =
	MIG91D
	N31.347500, E121.710278
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.000000, E122.250000
	N31.000000, E122.424444
	N31.000000, E123.000000
	N30.762778, E123.694167
# (RW35R.MIG91D) DE35R, PD501, HSH, PD315, PD510, NINAS, LASAN, BOLEX, MIGOL

route8 =
	NXD91D
	N31.347500, E121.710278
	N31.330556, E121.607222
	N31.285000, E121.331667
	N31.140000, E121.192500
	N31.070278, E121.125833
	N30.896667, E120.430000
# (RW35R.NXD91D) DE35R, PD501, PD504, SS200, SS521, SS303, NXD

route9 =
	ODU91D
	N31.347500, E121.710278
	N31.368333, E121.846667
	N31.450000, E122.007222
	N31.625278, E122.370556
	N31.823611, E122.275833
	N33.252500, E121.620556
# (RW35R.ODU91D) DE35R, PD501, HSH, PD508, ALDAP, IBEGI, ODULO

route10 =
	ODU93D
	N31.347500, E121.710278
	N31.549444, E121.633333
	N31.876944, E121.785000
	N33.252500, E121.620556
# (RW35R.ODU93D) DE35R, PD501, PD503, UDOXI, ODULO

route11 =
	PIK91D
	N31.347500, E121.710278
	N31.330556, E121.607222
	N31.285000, E121.331667
	N31.450000, E121.116667
	N31.950000, E120.850000
	N32.166667, E120.733333
# (RW35R.PIK91D) DE35R, PD501, PD504, SS200, POMOK, SS320, PIKAS

route12 =
	PIK93D
	N31.347500, E121.710278
	N31.450000, E121.671111
	N31.450000, E121.116667
	N31.950000, E120.850000
	N32.166667, E120.733333
# (RW35R.PIK93D) DE35R, PD501, PD502, POMOK, SS320, PIKAS

route13 =
	PIK95D
	N31.347500, E121.710278
	N31.450000, E121.671111
	N31.549444, E121.633333
	N32.098292, E120.979353
	N32.166667, E120.733333
# (RW35R.PIK95D) DE35R, PD501, PD502, PD503, NTG, PIKAS

route14 =
	SAS91D
	N31.347500, E121.710278
	N31.330556, E121.607222
	N31.285000, E121.331667
	N31.351667, E121.110000
	N31.589444, E120.319444
# (RW35R.SAS91D) DE35R, PD501, PD504, SS200, EKIMU, SASAN

route15 =
	SUR91D
	N31.347500, E121.710278
	N31.368333, E121.846667
	N31.450000, E122.007222
	N31.625278, E122.370556
	N31.660000, E122.633333
	N31.678611, E122.775000
	N31.773333, E123.491667
# (RW35R.SUR91D) DE35R, PD501, HSH, PD508, ALDAP, MATNU, EMSAN, SURAK

route16 =
	SUR93D
	N31.347500, E121.710278
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.000000, E122.250000
	N31.000000, E122.424444
	N31.000000, E123.000000
	N31.332222, E123.543889
	N31.500000, E123.500000
	N31.773333, E123.491667
# (RW35R.SUR93D) DE35R, PD501, HSH, PD315, PD510, NINAS, LASAN, BOLEX, TONIX, AKARA, SURAK

route17 =
	SUR95D
	N31.347500, E121.710278
	N31.549444, E121.633333
	N31.756944, E122.310278
	N31.660000, E122.633333
	N31.678611, E122.775000
	N31.773333, E123.491667
# (RW35R.SUR95D) DE35R, PD501, PD503, EKVUT, MATNU, EMSAN, SURAK



[approach1]

runway = rwy1
beacon = AND

route1 =
	056, AND81A
	N30.256667, E121.221667
	N30.570556, E121.775000
	N30.931667, E121.873333
	N31.028611, E121.776111
	N31.130000, E121.671667
	N31.252778, E121.627222
	N31.400278, E121.571111
	N31.427222, E121.715000
	N31.332500, E121.750833
	N31.255944, E121.779981
	6.0, 2000, 180
# (RW16L.AND81A) AND, PD208, XSY, PD207, PDL, PD202, PD201
# (I16LZ.PD201) PD201, PF7, PD073, FI16L

route2 =
	056, AND82A
	N30.256667, E121.221667
	N30.570556, E121.775000
	N30.931667, E121.873333
	N31.080556, E121.975278
	N31.152778, E122.127500
	N31.236111, E122.214167
	N31.337222, E122.269444
	N31.450000, E122.289167
	N31.450000, E121.836111
	N31.427222, E121.715000
	N31.332500, E121.750833
	N31.255944, E121.779981
	6.0, 2000, 180
# (RW16L.AND82A) AND, PD208, XSY, PD231, PD232, PD233, PD234, PD235, MP1
# (I16LZ.MP1) MP1, PF7, PD073, FI16L

route3 =
	056, AND83A
	N30.256667, E121.221667
	N30.570556, E121.775000
	N30.931667, E121.873333
	N31.080556, E121.975278
	N31.450000, E121.836111
	N31.427222, E121.715000
	N31.332500, E121.750833
	N31.255944, E121.779981
	6.0, 2000, 180
# (RW16L.AND83A) AND, PD208, XSY, PD231, MP1
# (I16LZ.MP1) MP1, PF7, PD073, FI16L



[approach2]

runway = rwy1
beacon = BK

route1 =
	028, BK81A
	N29.896228, E121.334508
	N30.253333, E121.558333
	N30.366667, E121.631667
	N30.570556, E121.775000
	N30.931667, E121.873333
	N31.028611, E121.776111
	N31.130000, E121.671667
	N31.252778, E121.627222
	N31.400278, E121.571111
	N31.427222, E121.715000
	N31.332500, E121.750833
	N31.255944, E121.779981
	6.0, 2000, 180
# (RW16L.BK81A) BK, SAMKI, BAVIK, PD208, XSY, PD207, PDL, PD202, PD201
# (I16LZ.PD201) PD201, PF7, PD073, FI16L

route2 =
	028, BK82A
	N29.896228, E121.334508
	N30.253333, E121.558333
	N30.366667, E121.631667
	N30.570556, E121.775000
	N30.931667, E121.873333
	N31.080556, E121.975278
	N31.152778, E122.127500
	N31.236111, E122.214167
	N31.337222, E122.269444
	N31.450000, E122.289167
	N31.450000, E121.836111
	N31.427222, E121.715000
	N31.332500, E121.750833
	N31.255944, E121.779981
	6.0, 2000, 180
# (RW16L.BK82A) BK, SAMKI, BAVIK, PD208, XSY, PD231, PD232, PD233, PD234, PD235, MP1
# (I16LZ.MP1) MP1, PF7, PD073, FI16L

route3 =
	028, BK83A
	N29.896228, E121.334508
	N30.253333, E121.558333
	N30.366667, E121.631667
	N30.570556, E121.775000
	N30.931667, E121.873333
	N31.080556, E121.975278
	N31.450000, E121.836111
	N31.427222, E121.715000
	N31.332500, E121.750833
	N31.255944, E121.779981
	6.0, 2000, 180
# (RW16L.BK83A) BK, SAMKI, BAVIK, PD208, XSY, PD231, MP1
# (I16LZ.MP1) MP1, PF7, PD073, FI16L



[approach3]

runway = rwy1
beacon = DUMET

route1 =
	241, DUM81A
	N31.360833, E122.775000
	N31.086111, E122.192778
	N31.152778, E122.127500
	N31.236111, E122.214167
	N31.337222, E122.269444
	N31.450000, E122.289167
	N31.450000, E121.836111
	N31.427222, E121.715000
	N31.332500, E121.750833
	N31.255944, E121.779981
	6.0, 2000, 180
# (RW16L.DUM81A) DUMET, PD230, PD232, PD233, PD234, PD235, MP1
# (I16LZ.MP1) MP1, PF7, PD073, FI16L

route2 =
	241, DUM82A
	N31.360833, E122.775000
	N31.086111, E122.192778
	N31.080556, E121.975278
	N31.450000, E121.836111
	N31.427222, E121.715000
	N31.332500, E121.750833
	N31.255944, E121.779981
	6.0, 2000, 180
# (RW16L.DUM82A) DUMET, PD230, PD231, MP1
# (I16LZ.MP1) MP1, PF7, PD073, FI16L

route3 =
	254, DUM83A
	N31.360833, E122.775000
	N31.157778, E121.946389
	N31.450000, E121.836111
	N31.427222, E121.715000
	N31.332500, E121.750833
	N31.255944, E121.779981
	6.0, 2000, 180
# (RW16L.DUM83A) DUMET, PD215, MP1
# (I16LZ.MP1) MP1, PF7, PD073, FI16L



[approach4]

runway = rwy1
beacon = MATNU

route1 =
	157, MAT81A
	N31.660000, E122.633333
	N31.547778, E122.686667
	N31.450000, E122.450000
	N31.450000, E122.194444
	N31.353611, E122.176389
	N31.268333, E122.125000
	N31.200833, E122.045833
	N31.157778, E121.946389
	N31.450000, E121.836111
	N31.427222, E121.715000
	N31.332500, E121.750833
	N31.255944, E121.779981
	6.0, 2000, 180
# (RW16L.MAT81A) MATNU, PD228, PINOT, PD211, PD212, PD213, PD214, PD215, MP1
# (I16LZ.MP1) MP1, PF7, PD073, FI16L

route2 =
	157, MAT82A
	N31.660000, E122.633333
	N31.547778, E122.686667
	N31.450000, E122.450000
	N31.450000, E121.836111
	N31.427222, E121.715000
	N31.332500, E121.750833
	N31.255944, E121.779981
	6.0, 2000, 180
# (RW16L.MAT82A) MATNU, PD228, PINOT, MP1
# (I16LZ.MP1) MP1, PF7, PD073, FI16L



[approach5]

runway = rwy1
beacon = SASAN

route1 =
	109, SAS81A
	N31.589444, E120.319444
	N31.450000, E120.790278
	N31.400278, E120.950278
	N31.351667, E121.110000
	N31.285000, E121.331667
	N31.225556, E121.527222
	N31.252778, E121.627222
	N31.400278, E121.571111
	N31.427222, E121.715000
	N31.332500, E121.750833
	N31.255944, E121.779981
	6.0, 2000, 180
# (RW16L.SAS81A) SASAN, SS202, SS420, EKIMU, SS200, PD203, PD202, PD201
# (I16LZ.PD201) PD201, PF7, PD073, FI16L

route2 =
	109, SAS82A
	N31.589444, E120.319444
	N31.450000, E120.790278
	N31.400278, E120.950278
	N31.450000, E121.116667
	N31.440833, E121.200278
	N31.413056, E121.455556
	N31.225556, E121.527222
	N31.252778, E121.627222
	N31.400278, E121.571111
	N31.427222, E121.715000
	N31.332500, E121.750833
	N31.255944, E121.779981
	6.0, 2000, 180
# (RW16L.SAS82A) SASAN, SS202, SS420, POMOK, SS220, PD204, PD203, PD202, PD201
# (I16LZ.PD201) PD201, PF7, PD073, FI16L



[approach6]

runway = rwy2
beacon = AND

route1 =
	056, AND81A
	N30.256667, E121.221667
	N30.570556, E121.775000
	N30.931667, E121.873333
	N31.028611, E121.776111
	N31.130000, E121.671667
	N31.252778, E121.627222
	N31.400278, E121.571111
	N31.426389, E121.710556
	N31.331389, E121.746667
	N31.254792, E121.775564
	6.0, 2000, 180
# (RW16R.AND81A) AND, PD208, XSY, PD207, PDL, PD202, PD201
# (I16RZ.PD201) PD201, PF3, PD033, FI16R

route2 =
	056, AND82A
	N30.256667, E121.221667
	N30.570556, E121.775000
	N30.931667, E121.873333
	N31.080556, E121.975278
	N31.152778, E122.127500
	N31.236111, E122.214167
	N31.337222, E122.269444
	N31.450000, E122.289167
	N31.450000, E121.836111
	N31.426389, E121.710556
	N31.331389, E121.746667
	N31.254792, E121.775564
	6.0, 2000, 180
# (RW16R.AND82A) AND, PD208, XSY, PD231, PD232, PD233, PD234, PD235, MP1
# (I16RZ.MP1) MP1, PF3, PD033, FI16R

route3 =
	056, AND83A
	N30.256667, E121.221667
	N30.570556, E121.775000
	N30.931667, E121.873333
	N31.080556, E121.975278
	N31.450000, E121.836111
	N31.426389, E121.710556
	N31.331389, E121.746667
	N31.254792, E121.775564
	6.0, 2000, 180
# (RW16R.AND83A) AND, PD208, XSY, PD231, MP1
# (I16RZ.MP1) MP1, PF3, PD033, FI16R



[approach7]

runway = rwy2
beacon = BK

route1 =
	028, BK81A
	N29.896228, E121.334508
	N30.253333, E121.558333
	N30.366667, E121.631667
	N30.570556, E121.775000
	N30.931667, E121.873333
	N31.028611, E121.776111
	N31.130000, E121.671667
	N31.252778, E121.627222
	N31.400278, E121.571111
	N31.426389, E121.710556
	N31.331389, E121.746667
	N31.254792, E121.775564
	6.0, 2000, 180
# (RW16R.BK81A) BK, SAMKI, BAVIK, PD208, XSY, PD207, PDL, PD202, PD201
# (I16RZ.PD201) PD201, PF3, PD033, FI16R

route2 =
	028, BK82A
	N29.896228, E121.334508
	N30.253333, E121.558333
	N30.366667, E121.631667
	N30.570556, E121.775000
	N30.931667, E121.873333
	N31.080556, E121.975278
	N31.152778, E122.127500
	N31.236111, E122.214167
	N31.337222, E122.269444
	N31.450000, E122.289167
	N31.450000, E121.836111
	N31.426389, E121.710556
	N31.331389, E121.746667
	N31.254792, E121.775564
	6.0, 2000, 180
# (RW16R.BK82A) BK, SAMKI, BAVIK, PD208, XSY, PD231, PD232, PD233, PD234, PD235, MP1
# (I16RZ.MP1) MP1, PF3, PD033, FI16R

route3 =
	028, BK83A
	N29.896228, E121.334508
	N30.253333, E121.558333
	N30.366667, E121.631667
	N30.570556, E121.775000
	N30.931667, E121.873333
	N31.080556, E121.975278
	N31.450000, E121.836111
	N31.426389, E121.710556
	N31.331389, E121.746667
	N31.254792, E121.775564
	6.0, 2000, 180
# (RW16R.BK83A) BK, SAMKI, BAVIK, PD208, XSY, PD231, MP1
# (I16RZ.MP1) MP1, PF3, PD033, FI16R



[approach8]

runway = rwy2
beacon = DUMET

route1 =
	241, DUM81A
	N31.360833, E122.775000
	N31.086111, E122.192778
	N31.152778, E122.127500
	N31.236111, E122.214167
	N31.337222, E122.269444
	N31.450000, E122.289167
	N31.450000, E121.836111
	N31.426389, E121.710556
	N31.331389, E121.746667
	N31.254792, E121.775564
	6.0, 2000, 180
